variable_name,column_number_ttgintt4,source_type,teacher_questionnaire_question,item,section,description,response_scale_or_values,available_idpop,available_files,recommended_cleaning_note
TT4G23J,94,teacher questionnaire item,Q23,J,Professional learning,Need for professional learning in listed topic areas. Item J.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G23K,95,teacher questionnaire item,Q23,K,Professional learning,Need for professional learning in listed topic areas. Item K.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G23L,96,teacher questionnaire item,Q23,L,Professional learning,Need for professional learning in listed topic areas. Item L.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24A,97,teacher questionnaire item,Q24,A,Professional learning,Barriers that prevented participation in desired professional learning. Item A.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24B,98,teacher questionnaire item,Q24,B,Professional learning,Barriers that prevented participation in desired professional learning. Item B.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24C,99,teacher questionnaire item,Q24,C,Professional learning,Barriers that prevented participation in desired professional learning. Item C.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24D,100,teacher questionnaire item,Q24,D,Professional learning,Barriers that prevented participation in desired professional learning. Item D.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24E,101,teacher questionnaire item,Q24,E,Professional learning,Barriers that prevented participation in desired professional learning. Item E.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24F,102,teacher questionnaire item,Q24,F,Professional learning,Barriers that prevented participation in desired professional learning. Item F.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24G,103,teacher questionnaire item,Q24,G,Professional learning,Barriers that prevented participation in desired professional learning. Item G.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24H,104,teacher questionnaire item,Q24,H,Professional learning,Barriers that prevented participation in desired professional learning. Item H.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24I,105,teacher questionnaire item,Q24,I,Professional learning,Barriers that prevented participation in desired professional learning. Item I.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24J,106,teacher questionnaire item,Q24,J,Professional learning,Barriers that prevented participation in desired professional learning. Item J.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24K,107,teacher questionnaire item,Q24,K,Professional learning,Barriers that prevented participation in desired professional learning. Item K.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24L,108,teacher questionnaire item,Q24,L,Professional learning,Barriers that prevented participation in desired professional learning. Item L.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24M,109,teacher questionnaire item,Q24,M,Professional learning,Barriers that prevented participation in desired professional learning. Item M.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24N,110,teacher questionnaire item,Q24,N,Professional learning,Barriers that prevented participation in desired professional learning. Item N.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24O,111,teacher questionnaire item,Q24,O,Professional learning,Barriers that prevented participation in desired professional learning. Item O.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G24Q,112,teacher questionnaire item,Q24,Q,Professional learning,Barriers that prevented participation in desired professional learning. Item Q.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G24R,113,teacher questionnaire item,Q24,R,Professional learning,Barriers that prevented participation in desired professional learning. Item R.,Yes/No or Likert grid; see teacher questionnaire/codebook for exact labels.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G25A,114,teacher questionnaire item,Q25,A,Professional learning,Professional collaboration and exchange with colleagues. Item A.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25B,115,teacher questionnaire item,Q25,B,Professional learning,Professional collaboration and exchange with colleagues. Item B.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25C,116,teacher questionnaire item,Q25,C,Professional learning,Professional collaboration and exchange with colleagues. Item C.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25D,117,teacher questionnaire item,Q25,D,Professional learning,Professional collaboration and exchange with colleagues. Item D.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25E,118,teacher questionnaire item,Q25,E,Professional learning,Professional collaboration and exchange with colleagues. Item E.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25F,119,teacher questionnaire item,Q25,F,Professional learning,Professional collaboration and exchange with colleagues. Item F.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25G,120,teacher questionnaire item,Q25,G,Professional learning,Professional collaboration and exchange with colleagues. Item G.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G25H,121,teacher questionnaire item,Q25,H,Professional learning,Professional collaboration and exchange with colleagues. Item H.,See teacher questionnaire/codebook for response labels.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
